Handle,Title,Body (HTML),Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Weight,Variant Weight Unit,Variant Requires Shipping,Image Src,Variant Barcode,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,product.metafields.custom.unidade,product.metafields.custom.catalogo,product.metafields.custom.dimensoes_do_produto,product.metafields.custom.composicao,product.metafields.custom.capacidade,product.metafields.custom.modo_de_uso,product.metafields.custom.icms,product.metafields.custom.ncm,product.metafields.custom.pis,product.metafields.custom.ipi,product.metafields.custom.cofins,product.metafields.custom.componente_de_kit,product.metafields.custom.resistencia_a_agua,Variant Taxable,Cost per item,Image Position,Variant Image,Product Category,Type,Collection,Status
bandeja-madeira,Bandeja em madeira,,MART,"BANDEJAS,OUTLET 2025,MM,TERRACOTA",TRUE,,Default Title,,,,,20917-P,122.72,,3,475,g,TRUE,,7908103809182,475,shopify,deny,manual,PC,OUTLET 2025,5 x 21 x 31.5,100% MADEIRA (PINHEIRO),,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador",0,44209000,0,0,0,FALSE,Não se aplica,TRUE,55.78,,,,,,draft
bandeja-madeira,Bandeja em madeira,,MART,"BANDEJAS,OUTLET 2025,MM,TERRACOTA",TRUE,,Default Title-2,,,,,20917-G,184.07,,3,905,g,TRUE,,7908103809199,905,shopify,deny,manual,PC,OUTLET 2025,5 x 29.5 x 44.5,100% MADEIRA (PINHEIRO),,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador",0,44209000,0,0,0,FALSE,Não se aplica,TRUE,83.67,,,,,,draft
bandeja-metal-espelho,Bandeja em metal com espelho,,MART,"BANDEJAS,2025 CATALOGO ANUAL,NK,DOURADO",TRUE,,Default Title-5,,,,,20724-G,110.37,,2,750,g,TRUE,,7908103807263,750,shopify,deny,manual,PC,2025 CATALOGO ANUAL,4 x 21 x 36,70% FERRO + 30% ESPELHO,,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador",0,73239900,0,6.5,0,FALSE,Não se aplica,TRUE,50.17,,,,,,draft
bandeja-metal-espelho,Bandeja em metal com espelho,,MART,"BANDEJAS,2025 CATALOGO ANUAL,NK,DOURADO",TRUE,,Default Title-6,,,,,20724-P,73.59,,2,530,g,TRUE,,7908103807256,530,shopify,deny,manual,PC,2025 CATALOGO ANUAL,4 x 17 x 28,70% FERRO + 30% ESPELHO,,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador",0,73239900,0,6.5,0,FALSE,Não se aplica,TRUE,33.45,,,,,,draft
bau-rattan,Bau em rattan,,MART,"ORGANIZADORES,2025 CATALOGO ANUAL,HB,CARAMELO",TRUE,,Default Title,,,,,19980-P,257.73,,1,835,g,TRUE,,7908103799810,835,shopify,deny,manual,PC,2025 CATALOGO ANUAL,15 x 17 x 28,50% MADEIRA (COMPENSADO) 40% RATTAN 10% FERRO,,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Por serem delicados é indicado para áreas internas. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de escova de cerdas macias.",0,46021900,0,0,0,FALSE,Não se aplica,TRUE,117.15,,,,,,draft
bau-rattan,Bau em rattan,,MART,"ORGANIZADORES,2025 CATALOGO ANUAL,HB,CARAMELO",TRUE,,Default Title-2,,,,,19980-G,386.58,,1,1.51,kg,TRUE,,7908103799827,1510,shopify,deny,manual,PC,2025 CATALOGO ANUAL,19 x 23.5 x 35.5,50% MADEIRA (COMPENSADO) 40% RATTAN 10% FERRO,,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Por serem delicados é indicado para áreas internas. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de escova de cerdas macias.",0,46021900,0,0,0,FALSE,Não se aplica,TRUE,175.72,,,,,,draft
caixa-madeira,Caixa em madeira,,MART,"ORGANIZADORES,OUTLET 2025,MM,NATURAL",TRUE,,Default Title,,,,,19297-G,202.49,,2,1.28,kg,TRUE,,7908103792989,1280,shopify,deny,manual,PC,OUTLET 2025,14 x 21.5 x 21.5,100% MADEIRA,,"A madeira é um material orgânico proveniente das árvores, possui beleza natural e uma variedade de
acabamentos. Possui alta durabilidade, resistente a impactos, com o seu envelhecimento vai se tornando mais elegante. Os produtos em madeira devem ficar em áreas cobertas, longe do sol, chuva ou umidade. É indicado para áreas internas. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco.",0,44209000,0,0,0,FALSE,Não se aplica,TRUE,92.04,,,,,,draft
caixa-madeira,Caixa em madeira,,MART,"ORGANIZADORES,OUTLET 2025,MM,NATURAL",TRUE,,Default Title-2,,,,,19297-P,134.99,,2,700,g,TRUE,,7908103792996,700,shopify,deny,manual,PC,OUTLET 2025,11 x 16 x 16,100% MADEIRA,,"A madeira é um material orgânico proveniente das árvores, possui beleza natural e uma variedade de
acabamentos. Possui alta durabilidade, resistente a impactos, com o seu envelhecimento vai se tornando mais elegante. Os produtos em madeira devem ficar em áreas cobertas, longe do sol, chuva ou umidade. É indicado para áreas internas. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco.",0,44209000,0,0,0,FALSE,Não se aplica,TRUE,61.36,,,,,,draft
caixa-mdf,Caixa em mdf,,MART,"ORGANIZADORES,2025 CATALOGO ANUAL,MM,MARROM",TRUE,,Default Title,,,,,20911-G,198.77,,3,940,g,TRUE,,7908103809137,940,shopify,deny,manual,PC,2025 CATALOGO ANUAL,12.5 x 15 x 30,100% MDF,,Para limpeza use um pano levemente umedecido com água e sabão neutro. Não é indicado o uso de produtos químicos ou abrasivos.,0,44201900,0,0,0,FALSE,Não se aplica,TRUE,90.35,,,,,,draft
caixa-mdf,Caixa em mdf,,MART,"ORGANIZADORES,2025 CATALOGO ANUAL,MM,MARROM",TRUE,,Default Title-2,,,,,20911-P,132.51,,3,615,g,TRUE,,7908103809120,615,shopify,deny,manual,PC,2025 CATALOGO ANUAL,10 x 12 x 25,100% MDF,,Para limpeza use um pano levemente umedecido com água e sabão neutro. Não é indicado o uso de produtos químicos ou abrasivos.,0,44201900,0,0,0,FALSE,Não se aplica,TRUE,60.23,,,,,,draft
caixa-mdf-revestimento-pu,Caixa em mdf com revestimento em pu,,MART,"ORGANIZADORES,2025 CATALOGO ANUAL,GH,OFF WHITE",TRUE,,Default Title-9,,,,,18200-P,110.42,,3,290,g,TRUE,,7908103782010,290,shopify,deny,manual,PC,2025 CATALOGO ANUAL,8.5 x 18 x 12,80% MDF + 20% PU,,"Para limpeza é recomendado o uso de pano umedecido com água e sabão neutro, seguido de um pano seco.",0,44201900,0,0,0,FALSE,Não se aplica,TRUE,50.19,,,,,,draft
caixa-mdf-revestimento-pu,Caixa em mdf com revestimento em pu,,MART,"ORGANIZADORES,2025 CATALOGO ANUAL,GH,CINZA",TRUE,,Default Title-10,,,,,18212-P,110.42,,2,285,g,TRUE,,7908103782133,285,shopify,deny,manual,PC,2025 CATALOGO ANUAL,7 x 12 x 18,80% MDF + 20% PU,,"Para limpeza é recomendado o uso de pano umedecido com água e sabão neutro, seguido de um pano seco.",0,44201900,0,0,0,FALSE,Não se aplica,TRUE,50.19,,,,,,draft
caixa-mdf-revestimento-pu,Caixa em mdf com revestimento em pu,,MART,"ORGANIZADORES,2025 CATALOGO ANUAL,GH,OFF WHITE",TRUE,,Default Title-11,,,,,18200-G,165.62,,3,480,g,TRUE,,7908103782027,480,shopify,deny,manual,PC,2025 CATALOGO ANUAL,9 x 23.5 x 14.5,80% MDF + 20% PU,,"Para limpeza é recomendado o uso de pano umedecido com água e sabão neutro, seguido de um pano seco.",0,44201900,0,0,0,FALSE,Não se aplica,TRUE,75.28,,,,,,draft
caixa-mdf-revestimento-pu,Caixa em mdf com revestimento em pu,,MART,"ORGANIZADORES,2025 CATALOGO ANUAL,GH,CINZA",TRUE,,Default Title-12,,,,,18212-G,165.62,,2,480,g,TRUE,,7908103782140,480,shopify,deny,manual,PC,2025 CATALOGO ANUAL,9 x 15 x 23,80% MDF + 20% PU,,"Para limpeza é recomendado o uso de pano umedecido com água e sabão neutro, seguido de um pano seco.",0,44201900,0,0,0,FALSE,Não se aplica,TRUE,75.28,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,OUTLET 2025,NK,PRETO",TRUE,,Default Title,,,,,20134-P,39.23,,3,190,g,TRUE,,7908103801353,190,shopify,deny,manual,PC,OUTLET 2025,20 x 8 x 8,"99,5% FERRO + 0,5% EVA",,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,17.83,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,2025 CATALOGO ANUAL,NK,AMBAR",TRUE,,Default Title-2,,,,,20131-G,77.22,,3,200,g,TRUE,,7908103801339,200,shopify,deny,manual,PC,2025 CATALOGO ANUAL,28 x 8 x 8,"99,5% FERRO + 0,5% EVA",,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,35.1,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,2025 CATALOGO ANUAL,NK,AMBAR",TRUE,,Default Title-3,,,,,20131-P,51.48,,3,190,g,TRUE,,7908103801322,190,shopify,deny,manual,PC,2025 CATALOGO ANUAL,20 x 8 x 8,"99,5% FERRO + 0,5% EVA",,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,23.4,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,OUTLET 2025,NK,PRETO",TRUE,,Default Title-4,,,,,20134-G,58.85,,3,205,g,TRUE,,7908103801360,205,shopify,deny,manual,PC,OUTLET 2025,28.5 x 8 x 8,"99,5% FERRO + 0,5% EVA",,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,26.75,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,2025 CATALOGO ANUAL,NK,DOURADO",TRUE,,Default Title-5,,,,,19109-G,77.44,,6,250,g,TRUE,,7908103791128,250,shopify,deny,manual,PC,2025 CATALOGO ANUAL,27 x 8 x 8,100% METAL,,"O metal, embora rígido, passa por diversos processos produtivos. Sendo um material mais resistente e fácil de padronizar, é utilizado em produtos que exigem maior precisão. Esses processos produtivos são realizados manualmente por artesãos. Em geral, os produtos metálicos são mais resistentes, de fácil manutenção, versáteis em acabamento e duradouros.Para maior durabilidade, mantenha-os em áreas cobertas, longe do sol, chuva ou umidade. Para a limpeza, recomenda-se o uso de um pano seco. Este produto não acompanha vela e comporta velas de até 2 cm de diâmetro.",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,35.2,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,2025 CATALOGO ANUAL,SS,PRATA",TRUE,,Default Title-6,,,,,19113-M,75.06,,3,240,g,TRUE,,7908103791159,240,shopify,deny,manual,PC,2025 CATALOGO ANUAL,23 x 8 x 8,100% METAL,,"O metal, embora rígido, passa por diversos processos produtivos. Sendo um material mais resistente e fácil de padronizar, é utilizado em produtos que exigem maior precisão. Esses processos produtivos são realizados manualmente por artesãos. Em geral, os produtos metálicos são mais resistentes, de fácil manutenção, versáteis em acabamento e duradouros.Para maior durabilidade, mantenha-os em áreas cobertas, longe do sol, chuva ou umidade. Para a limpeza, recomenda-se o uso de um pano seco. Este produto não acompanha vela e comporta velas de até 2 cm de diâmetro.",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,34.12,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,2025 CATALOGO ANUAL,SS,PRATA",TRUE,,Default Title-7,,,,,19113-P,52.76,,3,230,g,TRUE,,7908103791142,230,shopify,deny,manual,PC,2025 CATALOGO ANUAL,17 x 8 x 8,100% METAL,,"O metal, embora rígido, passa por diversos processos produtivos. Sendo um material mais resistente e fácil de padronizar, é utilizado em produtos que exigem maior precisão. Esses processos produtivos são realizados manualmente por artesãos. Em geral, os produtos metálicos são mais resistentes, de fácil manutenção, versáteis em acabamento e duradouros.Para maior durabilidade, mantenha-os em áreas cobertas, longe do sol, chuva ou umidade. Para a limpeza, recomenda-se o uso de um pano seco. Este produto não acompanha vela e comporta velas de até 2 cm de diâmetro.",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,23.98,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,2025 CATALOGO ANUAL,SS,PRATA",TRUE,,Default Title-8,,,,,19113-G,92.95,,3,250,g,TRUE,,7908103791166,250,shopify,deny,manual,PC,2025 CATALOGO ANUAL,27 x 8 x 8,100% METAL,,"O metal, embora rígido, passa por diversos processos produtivos. Sendo um material mais resistente e fácil de padronizar, é utilizado em produtos que exigem maior precisão. Esses processos produtivos são realizados manualmente por artesãos. Em geral, os produtos metálicos são mais resistentes, de fácil manutenção, versáteis em acabamento e duradouros.Para maior durabilidade, mantenha-os em áreas cobertas, longe do sol, chuva ou umidade. Para a limpeza, recomenda-se o uso de um pano seco. Este produto não acompanha vela e comporta velas de até 2 cm de diâmetro.",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,42.25,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,2025 CATALOGO ANUAL,NK,DOURADO",TRUE,,Default Title-9,,,,,19109-M,62.55,,6,240,g,TRUE,,7908103791111,240,shopify,deny,manual,PC,2025 CATALOGO ANUAL,23 x 8 x 8,100% METAL,,"O metal, embora rígido, passa por diversos processos produtivos. Sendo um material mais resistente e fácil de padronizar, é utilizado em produtos que exigem maior precisão. Esses processos produtivos são realizados manualmente por artesãos. Em geral, os produtos metálicos são mais resistentes, de fácil manutenção, versáteis em acabamento e duradouros.Para maior durabilidade, mantenha-os em áreas cobertas, longe do sol, chuva ou umidade. Para a limpeza, recomenda-se o uso de um pano seco. Este produto não acompanha vela e comporta velas de até 2 cm de diâmetro.",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,28.43,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,2025 CATALOGO ANUAL,NK,DOURADO",TRUE,,Default Title-10,,,,,19109-P,43.96,,6,230,g,TRUE,,7908103791104,230,shopify,deny,manual,PC,2025 CATALOGO ANUAL,17 x 8 x 8,100% METAL,,"O metal, embora rígido, passa por diversos processos produtivos. Sendo um material mais resistente e fácil de padronizar, é utilizado em produtos que exigem maior precisão. Esses processos produtivos são realizados manualmente por artesãos. Em geral, os produtos metálicos são mais resistentes, de fácil manutenção, versáteis em acabamento e duradouros.Para maior durabilidade, mantenha-os em áreas cobertas, longe do sol, chuva ou umidade. Para a limpeza, recomenda-se o uso de um pano seco. Este produto não acompanha vela e comporta velas de até 2 cm de diâmetro.",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,19.98,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,2025 CATALOGO ANUAL,NK,DOURADO",TRUE,,Default Title-11,,,,,20390-M,93.85,,2,320,g,TRUE,,7908103803920,320,shopify,deny,manual,PC,2025 CATALOGO ANUAL,29 x 8 x 8,"99,5% FERRO + 0,5% EVA",,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,42.66,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,2025 CATALOGO ANUAL,NK,DOURADO",TRUE,,Default Title-12,,,,,20390-P,65.96,,2,290,g,TRUE,,7908103803913,290,shopify,deny,manual,PC,2025 CATALOGO ANUAL,24 x 8 x 8,"99,5% FERRO + 0,5% EVA",,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,29.98,,,,,,draft
castical-metal,Castical em metal,,MART,"VELAS E ACESSORIOS,2025 CATALOGO ANUAL,NK,DOURADO",TRUE,,Default Title-13,,,,,20390-G,116.2,,2,350,g,TRUE,,7908103803937,350,shopify,deny,manual,PC,2025 CATALOGO ANUAL,34 x 8 x 8,"99,5% FERRO + 0,5% EVA",,"Devem ficar em áreas cobertas, longe do sol, chuva ou umidade. Não utilizar produtos químicos ou abrasivos. Para limpeza é recomendado o uso de pano seco ou espanador",0,83062900,0,9.75,0,FALSE,Não se aplica,TRUE,52.82,,,,,,draft
kit-cimento-banheiro-4-pcs,Kit em cimento para banheiro - 4 Pcs,,MART,"ACESSORIOS DE BANHEIRO,2025 CATALOGO ANUAL,HC,CINZA",TRUE,,Default Title,,,,,18357,276.03,,3,2.11,kg,TRUE,,7908103783574,2110,shopify,deny,manual,KT,2025 CATALOGO ANUAL,19 x 23.5 x 25,100% CIMENTO,,"Manter o produto em local seco e arejado. Quedas e batidas podem causar danos irreversíveis. Não utilizar produtos químicos ou abrasivos na limpeza. Para a remoção de sujeiras recomendamos o uso de uma esponja macia umedecida com água e sabão neutro, seguida de um pano seco. Evite o excesso de água, pois pode causar infiltrações e vazamentos. É comum que os produtos em cimento apresentem pequenos furos, aspecto envelhecido ou um leve esbranquiçado. Se tratam de características do produto, não de uma avaria. Outra particularidade bastante comum, é uma marcação que se assemelha a uma rachadura, isso ocorre por causa da forma de fechamento do produto no momento da confecção, portanto, não é um defeito.",0,68109900,0,0,0,FALSE,Não se aplica,TRUE,125.47,,,,,,draft
kit-cimento-banheiro-4-pcs,Kit em cimento para banheiro - 4 Pcs,"Um banheiro com personalidade merece o Kit para Banheiro em Cimento da Mart. Composto por 4 peças incríveis, ele vai dar o charme que faltava para o seu cômodo.",MART,"ACESSORIOS DE BANHEIRO,2025 CATALOGO ANUAL,HC,PRETO",TRUE,,Default Title-2,,,,,15718,303.64,,3,2.42,kg,TRUE,,7908103757186,2420,shopify,deny,manual,KT,2025 CATALOGO ANUAL,20.5 x 17.5 x 33,100% CIMENTO,,"Limpe o produto utilizando uma esponja macia umedecida com água e sabão neutro. Após a limpeza, enxágue bem e seque utilizando papel descartável. Evite o uso de produtos químicos ou abrasivos, pois podem riscar o produto.",0,68109900,0,0,0,FALSE,Não se aplica,TRUE,138.02,,,,,,draft
kit-polirresina-banheiro-2-pcs,Kit em polirresina para banheiro - 2 Pcs,,MART,"ACESSORIOS DE BANHEIRO,2025 CATALOGO ANUAL,JH,BEGE",TRUE,,,,,,,20612,128.72,,3,905,g,TRUE,,7908103806129,905,shopify,deny,manual,KT,2025 CATALOGO ANUAL,13.5 x 21.5 x 23,90% POLIRRESINA + 10% PLÁSTICO,,"Manter o produto em local seco e arejado. Quedas e batidas podem causar danos irreversíveis. Não utilizar produtos químicos ou abrasivos na limpeza. Para a remoção de sujeiras recomendamos o uso de uma esponja macia umedecida com água e sabão neutro, seguida de um pano seco.",0,39264000,0,13,0,FALSE,Não se aplica,TRUE,58.51,,,,,,draft
kit-polirresina-banheiro-3-pcs,Kit em polirresina para banheiro - 3 Pcs,,MART,"ACESSORIOS DE BANHEIRO,2025 CATALOGO ANUAL,JH,OFF WHITE",TRUE,,Default Title,,,,,19184,211.57,,3,1.16,kg,TRUE,,7908103791845,1160,shopify,deny,manual,KT,2025 CATALOGO ANUAL,16 x 23 x 24,100% POLIRRESINA,,"A polirresina é um material sintético composto por resinas e polímeros reforçados com fibra de vidro. É altamente durável, resistente ao desgaste do tempo e às intempéries, além de ser versátil e permitir moldagens precisas.
O processo de produção envolve o derramamento da polirresina líquida em moldes que são rotacionados para garantir uma distribuição uniforme enquanto endurece no formato desejado. Para a limpeza de superfícies lisas, use um pano levemente umedecido com água e sabão neutro, seguido de um pano seco. Para limpeza de superfícies porosas, utilize um espanador ou uma escova de cerdas macias. Não é recomendado o uso de produtos químicos ou abrasivos.",0,39264000,0,13,0,FALSE,Não se aplica,TRUE,96.17,,,,,,draft
kit-polirresina-banheiro-3-pcs,Kit em polirresina para banheiro - 3 Pcs,,MART,"ACESSORIOS DE BANHEIRO,2025 CATALOGO ANUAL,JH,CARAMELO",TRUE,,Default Title-2,,,,,20604,276.03,,3,1.31,kg,TRUE,,7908103806044,1310,shopify,deny,manual,KT,2025 CATALOGO ANUAL,15 x 23 x 26,90% POLIRRESINA + 10% PLÁSTICO,,"Manter o produto em local seco e arejado. Quedas e batidas podem causar danos irreversíveis. Não utilizar produtos químicos ou abrasivos na limpeza. Para a remoção de sujeiras recomendamos o uso de uma esponja macia umedecida com água e sabão neutro, seguida de um pano seco.",0,39264000,0,13,0,FALSE,Não se aplica,TRUE,125.47,,,,,,draft
kit-polirresina-banheiro-3-pcs,Kit em polirresina para banheiro - 3 Pcs,,MART,"ACESSORIOS DE BANHEIRO,2025 CATALOGO ANUAL,JH,CARAMELO",TRUE,,Default Title-3,,,,,20822,257.62,,2,1.13,kg,TRUE,,7908103808222,1130,shopify,deny,manual,KT,2025 CATALOGO ANUAL,16 x 24 x 27,100% POLIRRESINA,,"Manter o produto em local seco e arejado. Quedas e batidas podem causar danos irreversíveis. Não utilizar produtos químicos ou abrasivos na limpeza. Para a remoção de sujeiras recomendamos o uso de uma esponja macia umedecida com água e sabão neutro, seguida de um pano seco.",0,39264000,0,13,0,FALSE,Não se aplica,TRUE,117.1,,,,,,draft
escultura-ourico-cimento,Escultura ourico em cimento,"Ele nada ouve, nada vê, nada fala, mas enche sua casa de amor e alegria! Além de ser um charme como decoração, o Porco-Espinho em cimento pode servir como peso para papéis, uma opção super especial para presentear quem você gosta.",MART,"ESCULTURAS,2025 CATALOGO ANUAL,HC,OFF WHITE",TRUE,,Default Title,,,,,12222-2,41.43,,3,760,g,TRUE,,7908103722245,760,shopify,deny,manual,PC,2025 CATALOGO ANUAL,12.5 x 7.5 x 7.5,100% CIMENTO,,"Evitar batidas. Não utilizar produtos químicos ou abrasivos na limpeza. Limpar com pano macio, levemente umedecido com água, seguido de pano seco.",0,68109900,0,0,0,FALSE,Não se aplica,TRUE,18.83,,,,,,draft
escultura-ourico-cimento,Escultura ourico em cimento,"Ele nada ouve, nada vê, nada fala, ma enche sua casa de amor e alegria! Além de ser um charme como decoração, o Porco-Espinho em cimento pode servir como peso para papéis, uma opção super especial para presentear quem você gosta.",MART,"ESCULTURAS,2025 CATALOGO ANUAL,HC,OFF WHITE",TRUE,,Default Title-2,,,,,12222-3,41.43,,3,730,g,TRUE,,7908103722252,730,shopify,deny,manual,PC,2025 CATALOGO ANUAL,12.5 x 7.5 x 7.5,100% CIMENTO,,"Evitar batidas. Não utilizar produtos químicos ou abrasivos na limpeza. Limpar com pano macio, levemente umedecido com água, seguido de pano seco.",0,68109900,0,0,0,FALSE,Não se aplica,TRUE,18.83,,,,,,draft
escultura-ourico-cimento,Escultura ourico em cimento,"Ele nada ouve, nada vê, nada fala, mas enche sua casa de amor e alegria! Além de ser um charme como decoração, o Porco-Espinho em cimento pode servir como peso para papéis, uma opção super especial para presentear quem você gosta.",MART,"ESCULTURAS,2025 CATALOGO ANUAL,HC,OFF WHITE",TRUE,,Default Title-3,,,,,12222-1,41.43,,3,705,g,TRUE,,7908103722238,705,shopify,deny,manual,PC,2025 CATALOGO ANUAL,12 x 7.5 x 7.5,100% CIMENTO,,"Evitar batidas. Não utilizar produtos químicos ou abrasivos na limpeza. Limpar com pano macio, levemente umedecido com água, seguido de pano seco.",0,68109900,0,0,0,FALSE,Não se aplica,TRUE,18.83,,,,,,draft
miniampulheta-vidro-3-minutos,Miniampulheta em vidro 3 minutos,,MART,"ADORNOS,OUTLET 2025,HG,ROSE",TRUE,,Default Title,,,,,19369-P,20.5,,4,40,g,TRUE,,7908103793726,40,shopify,deny,manual,PC,OUTLET 2025,8 x 4 x 4,80% VIDRO + 20% AREIA DE VIDRO,,"O vidro é uma mistura de materiais orgânicos que, em alta temperatura, se transforma em uma pasta maleável. Ele pode ser moldado de duas maneiras: usando um molde de metal ou soprando através de um tubo para moldá-lo manualmente. O acabamento, como lixar, pintar ou aplicar textura, é feito manualmente após o resfriamento. Para limpar, utilize uma esponja macia umedecida com água e sabão neutro. Enxágue bem e seque com papel descartável. Evite produtos químicos ou abrasivos, pois podem manchar ou riscar o vidro.",0,70139900,0,9.75,0,FALSE,Não se aplica,TRUE,9.32,,,,,,draft
miniampulheta-vidro-7-minutos,Miniampulheta em vidro 7 minutos,,MART,"ADORNOS,OUTLET 2025,HG,BEGE",TRUE,,Default Title,,,,,19373-G,36.12,,4,115,g,TRUE,,7908103793740,115,shopify,deny,manual,PC,OUTLET 2025,12 x 6 x 6,80% VIDRO + 20% AREIA DE VIDRO,,"O vidro é uma mistura de materiais orgânicos que, em alta temperatura, se transforma em uma pasta maleável. Ele pode ser moldado de duas maneiras: usando um molde de metal ou soprando através de um tubo para moldá-lo manualmente. O acabamento, como lixar, pintar ou aplicar textura, é feito manualmente após o resfriamento. Para limpar, utilize uma esponja macia umedecida com água e sabão neutro. Enxágue bem e seque com papel descartável. Evite produtos químicos ou abrasivos, pois podem manchar ou riscar o vidro.",0,70139900,0,9.75,0,FALSE,Não se aplica,TRUE,16.42,,,,,,draft
miniiampulheta-vidro-5-minutos,Miniiampulheta em vidro 5 minutos,,MART,"ADORNOS,OUTLET 2025,HG,BEGE",TRUE,,,,,,,19373-M,29.17,,4,85,g,TRUE,,7908103793757,85,shopify,deny,manual,PC,OUTLET 2025,10 x 5 x 5,80% VIDRO + 20% AREIA DE VIDRO,,"O vidro é uma mistura de materiais orgânicos que, em alta temperatura, se transforma em uma pasta maleável. Ele pode ser moldado de duas maneiras: usando um molde de metal ou soprando através de um tubo para moldá-lo manualmente. O acabamento, como lixar, pintar ou aplicar textura, é feito manualmente após o resfriamento. Para limpar, utilize uma esponja macia umedecida com água e sabão neutro. Enxágue bem e seque com papel descartável. Evite produtos químicos ou abrasivos, pois podem manchar ou riscar o vidro.",0,70139900,0,9.75,0,FALSE,Não se aplica,TRUE,13.26,,,,,,draft
miniampulheta-vidro-5-minutos,Miniampulheta em vidro 5 minutos,,MART,"ADORNOS,OUTLET 2025,HG,ROSE",TRUE,,,,,,,19369-M,29.17,,4,70,g,TRUE,,7908103793719,70,shopify,deny,manual,PC,OUTLET 2025,10 x 5 x 5,80% VIDRO + 20% AREIA DE VIDRO,,"O vidro é uma mistura de materiais orgânicos que, em alta temperatura, se transforma em uma pasta maleável. Ele pode ser moldado de duas maneiras: usando um molde de metal ou soprando através de um tubo para moldá-lo manualmente. O acabamento, como lixar, pintar ou aplicar textura, é feito manualmente após o resfriamento. Para limpar, utilize uma esponja macia umedecida com água e sabão neutro. Enxágue bem e seque com papel descartável. Evite produtos químicos ou abrasivos, pois podem manchar ou riscar o vidro.",0,70139900,0,9.75,0,FALSE,Não se aplica,TRUE,13.26,,,,,,draft
