Handle,Title,Body (HTML),Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Weight,Variant Weight Unit,Variant Requires Shipping,Image Src,Variant Barcode,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,product.metafields.custom.unidade,product.metafields.custom.catalogo,product.metafields.custom.dimensoes_do_produto,product.metafields.custom.composicao,product.metafields.custom.capacidade,product.metafields.custom.modo_de_uso,product.metafields.custom.icms,product.metafields.custom.ncm,product.metafields.custom.pis,product.metafields.custom.ipi,product.metafields.custom.cofins,product.metafields.custom.componente_de_kit,product.metafields.custom.resistencia_a_agua,Variant Taxable,Cost per item,Image Position,Variant Image,Product Category,Type,Collection,Status
porta-retrato-poliestireno-15x20,Porta-Retrato em poliestireno - 15X20,,MART,,TRUE,,,,,,,17327,41.43,,8.0,0.31,,,,7908103773278,,,,,PC,,,70% POLIESTIRENO + 15% MDF + 15%VIDRO,,,,39264000,,,,,,,18.83,,,,PORTA-RETRATOS,,active
porta-retrato-poliestireno-vidro-10x15,Porta-Retrato em poliestireno e vidro - 10X15,,MART,,TRUE,,,,,,,20641,27.63,,8.0,0.185,,,,7908103806419,,,,,PC,,,80% POLIESTIRENO  10% VIDRO 10% MDF,,,,39264000,,,,,,,12.56,,,,PORTA-RETRATOS,,active
porta-retrato-poliestireno-vidro-10x15,Porta-Retrato em poliestireno e vidro - 10X15,,MART,,TRUE,,,,,,,20694,32.23,,8.0,0.185,,,,7908103806945,,,,,PC,,,70% POLIESTIRENO + 10% VIDRO + 20% MDF_x000D_,,,,39264000,,,,,,,14.65,,,,PORTA-RETRATOS,,active
porta-retrato-poliestireno-vidro-10x15,Porta-Retrato em poliestireno e vidro - 10X15,,MART,,TRUE,,,,,,,20646,36.65,,8.0,0.235,,,,7908103806464,,,,,PC,,,80% POLIESTIRENO 10% VIDRO 10% MDF,,,,39264000,,,,,,,16.66,,,,PORTA-RETRATOS,,active
porta-retrato-poliestireno-vidro-10x15,Porta-Retrato em poliestireno e vidro - 10X15,,MART,,TRUE,,,,,,,21035,36.65,,8.0,0.32,,,,7908103810355,,,,,PC,,,40% POLIESTIRENO + 35% PAPEL + 25% VIDRO,,,,39264000,,,,,,,16.66,,,,PORTA-RETRATOS,,active
porta-retrato-poliestireno-vidro-15x20,Porta-Retrato em poliestireno e vidro - 15X20,,MART,,TRUE,,,,,,,21036,45.85,,8.0,0.46,,,,7908103810362,,,,,PC,,,40% POLIESTIRENO + 35% PAPEL + 25% VIDRO,,,,39264000,,,,,,,20.84,,,,PORTA-RETRATOS,,active
porta-retrato-poliestireno-vidro-15x20,Porta-Retrato em poliestireno e vidro - 15X20,,MART,,TRUE,,,,,,,20647,45.85,,8.0,0.385,,,,7908103806471,,,,,PC,,,80% POLIESTIRENO 10% VIDRO 10% MDF,,,,39264000,,,,,,,20.84,,,,PORTA-RETRATOS,,active
porta-retrato-poliestireno-vidro-15x20,Porta-Retrato em poliestireno e vidro - 15X20,,MART,,TRUE,,,,,,,20695,41.43,,8.0,0.315,,,,7908103806952,,,,,PC,,,70% POLIESTIRENO + 10% VIDRO + 20% MDF_x000D_,,,,39264000,,,,,,,18.83,,,,PORTA-RETRATOS,,active
porta-retrato-poliestireno-vidro-15x20,Porta-Retrato em poliestireno e vidro - 15X20,,MART,,TRUE,,,,,,,20642,33.77,,8.0,0.32,,,,7908103806426,,,,,PC,,,80% POLIESTIRENO  10% VIDRO 10% MDF,,,,39264000,,,,,,,15.35,,,,PORTA-RETRATOS,,active
porta-retrato-poliestireno-vidro-20x25,Porta-Retrato em poliestireno e vidro - 20X25,,MART,,TRUE,,,,,,,20643,39.91,,8.0,0.485,,,,7908103806433,,,,,PC,,,80% POLIESTIRENO 10% VIDRO 10% MDF,,,,39264000,,,,,,,18.14,,,,PORTA-RETRATOS,,active
porta-sabonete-liquido-ceramica,Porta-Sabonete liquido em ceramica,,MART,,TRUE,,,,,,,20615,61.25,,3.0,0.485,,,,7908103806150,,,,,PC,,,90% CERAMICA + 10% PLASTICO,,,,69139000,,,,,,,27.84,,,,ACESSORIOS DE BANHEIRO,,active
porta-sabonete-liquido-cimento,Porta-Sabonete liquido em cimento,,MART,,TRUE,,,,,,,18355,46.05,,6.0,0.625,,,,7908103783550,,,,,PC,,,100% CIMENTO,,,,68109900,,,,,,,20.93,,,,ACESSORIOS DE BANHEIRO,,active
porta-sabonete-liquido-cimento,Porta-Sabonete liquido em cimento,,MART,,TRUE,,,,,,,19171,55.11,,6.0,0.63,,,,7908103791715,,,,,PC,,,100% CIMENTO,,,,68109900,,,,,,,25.05,,,,ACESSORIOS DE BANHEIRO,,active
vaso-ceramica,Vaso em ceramica,,MART,,TRUE,,,,,,,19955,282.22,,2.0,2.455,,,,7908103799551,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,128.28,,,,VASOS,,active
vaso-ceramica,Vaso em ceramica,,MART,,TRUE,,,,,,,19954,208.56,,2.0,2.015,,,,7908103799544,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,94.8,,,,VASOS,,active
vaso-ceramica,Vaso em ceramica,,MART,,TRUE,,,,,,,15794,110.31,,2.0,0.865,,,,7908103757940,,,,,PC,,,100% CERÂMICA,,,,69139000,,,,,,,50.14,,,,VASOS,,active
vaso-ceramica,Vaso em ceramica,,MART,,TRUE,,,,,,,13984,102.19,,6.0,1.855,,,,7908103739847,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,46.45,,,,VASOS,,active
vaso-ceramica,Vaso em ceramica,,MART,,TRUE,,,,,,,18277,122.63,,2.0,1.805,,,,7908103782775,,,,,PC,,,100% CERAMICA,,,,69131000,,,,,,,55.74,,,,VASOS,,active
vaso-ceramica,Vaso em ceramica,,MART,,TRUE,,,,,,,15791,78.25,,2.0,0.695,,,,7908103757919,,,,,PC,,,100% CERÂMICA,,,,69139000,,,,,,,35.57,,,,VASOS,,active
vaso-ceramica,Vaso em ceramica,,MART,,TRUE,,,,,,,15793,69.06,,2.0,0.56,,,,7908103757933,,,,,PC,,,100% CERÂMICA,,,,69139000,,,,,,,31.39,,,,VASOS,,active
vaso-ceramica,Vaso em ceramica,,MART,,TRUE,,,,,,,18278,159.46,,2.0,2.47,,,,7908103782782,,,,,PC,,,100% CERAMICA,,,,69131000,,,,,,,72.48,,,,VASOS,,active
vaso-metal,Vaso em metal,,MART,,TRUE,,,,,,,19942,137.08,,3.0,1.87,,,,7908103799421,,,,,PC,,,100% METAL_x000D_,,,,83062900,,,,,,,62.31,,,,VASOS,,active
vaso-metal,Vaso em metal,,MART,,TRUE,,,,,,,19943,152.13,,3.0,2.395,,,,7908103799438,,,,,PC,,,100% METAL_x000D_,,,,83062900,,,,,,,69.15,,,,VASOS,,active
vaso-vidro,Vaso em vidro,,MART,,TRUE,,,,,,,18691,102.19,,4.0,1.485,,,,7908103786919,,,,,PC,,,100% VIDRO,,,,70139900,,,,,,,46.45,,,,VASOS,,active
vaso-vidro,Vaso em vidro,,MART,,TRUE,,,,,,,18692,122.65,,4.0,1.81,,,,7908103786926,,,,,PC,,,100% VIDRO,,,,70139900,,,,,,,55.75,,,,VASOS,,active
