Handle,Title,Body (HTML),Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Weight,Variant Weight Unit,Variant Requires Shipping,Image Src,Variant Barcode,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,product.metafields.custom.unidade,product.metafields.custom.catalogo,product.metafields.custom.dimensoes_do_produto,product.metafields.custom.composicao,product.metafields.custom.capacidade,product.metafields.custom.modo_de_uso,product.metafields.custom.icms,product.metafields.custom.ncm,product.metafields.custom.pis,product.metafields.custom.ipi,product.metafields.custom.cofins,product.metafields.custom.componente_de_kit,product.metafields.custom.resistencia_a_agua,Variant Taxable,Cost per item,Image Position,Variant Image,Product Category,Type,Collection,Status
bandeja-metal-espelho,Bandeja em metal com espelho,,MART,,TRUE,,,,,,,20724-P,73.59,,2.0,0.53,,,,7908103807256,,,,,PC,,,70% FERRO + 30% ESPELHO_x000D_,,,,73239900,,,,,,,33.45,,,,BANDEJAS,,active
bau-rattan,Bau em rattan,,MART,,TRUE,,,,,,,19980-P,257.73,,1.0,0.835,,,,7908103799810,,,,,PC,,,50% MADEIRA (COMPENSADO) 40% RATTAN 10% FERRO,,,,46021900,,,,,,,117.15,,,,ORGANIZADORES,,active
bau-rattan,Bau em rattan,,MART,,TRUE,,,,,,,19980-G,386.58,,1.0,1.51,,,,7908103799827,,,,,PC,,,50% MADEIRA (COMPENSADO) 40% RATTAN 10% FERRO,,,,46021900,,,,,,,175.72,,,,ORGANIZADORES,,active
caixa-madeira,Caixa em madeira,,MART,,TRUE,,,,,,,19297-G,202.49,,2.0,1.28,,,,7908103792989,,,,,PC,,,100% MADEIRA_x000D_,,,,44209000,,,,,,,92.04,,,,ORGANIZADORES,,active
caixa-madeira,Caixa em madeira,,MART,,TRUE,,,,,,,19297-P,134.99,,2.0,0.7,,,,7908103792996,,,,,PC,,,100% MADEIRA,,,,44209000,,,,,,,61.36,,,,ORGANIZADORES,,active
caixa-mdf,Caixa em mdf,,MART,,TRUE,,,,,,,20911-G,198.77,,3.0,0.94,,,,7908103809137,,,,,PC,,,100% MDF,,,,44201900,,,,,,,90.35,,,,ORGANIZADORES,,active
caixa-mdf,Caixa em mdf,,MART,,TRUE,,,,,,,20911-P,132.51,,3.0,0.615,,,,7908103809120,,,,,PC,,,100% MDF,,,,44201900,,,,,,,60.23,,,,ORGANIZADORES,,active
caixa-mdf-revestimento-pu,Caixa em mdf com revestimento em pu,,MART,,TRUE,,,,,,,18200-P,110.42,,3.0,0.29,,,,7908103782010,,,,,PC,,,80% MDF + 20% PU,,,,44201900,,,,,,,50.19,,,,ORGANIZADORES,,active
caixa-mdf-revestimento-pu,Caixa em mdf com revestimento em pu,,MART,,TRUE,,,,,,,18212-P,110.42,,2.0,0.285,,,,7908103782133,,,,,PC,,,80% MDF + 20% PU,,,,44201900,,,,,,,50.19,,,,ORGANIZADORES,,active
caixa-mdf-revestimento-pu,Caixa em mdf com revestimento em pu,,MART,,TRUE,,,,,,,18200-G,165.62,,3.0,0.48,,,,7908103782027,,,,,PC,,,80% MDF + 20% PU,,,,44201900,,,,,,,75.28,,,,ORGANIZADORES,,active
caixa-mdf-revestimento-pu,Caixa em mdf com revestimento em pu,,MART,,TRUE,,,,,,,18212-G,165.62,,2.0,0.48,,,,7908103782140,,,,,PC,,,80% MDF + 20% PU,,,,44201900,,,,,,,75.28,,,,ORGANIZADORES,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,20134-P,39.23,,3.0,0.19,,,,7908103801353,,,,,PC,,,"99,5% FERRO + 0,5% EVA_x000D_",,,,83062900,,,,,,,17.83,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,20131-G,77.22,,3.0,0.2,,,,7908103801339,,,,,PC,,,"99,5% FERRO + 0,5% EVA_x000D_",,,,83062900,,,,,,,35.1,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,20131-P,51.48,,3.0,0.19,,,,7908103801322,,,,,PC,,,"99,5% FERRO + 0,5% EVA_x000D_",,,,83062900,,,,,,,23.4,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,20134-G,58.85,,3.0,0.205,,,,7908103801360,,,,,PC,,,"99,5% FERRO + 0,5% EVA_x000D_",,,,83062900,,,,,,,26.75,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,19109-G,77.44,,6.0,0.25,,,,7908103791128,,,,,PC,,,100% METAL _x000D_,,,,83062900,,,,,,,35.2,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,19113-M,75.06,,3.0,0.24,,,,7908103791159,,,,,PC,,,100% METAL _x000D_,,,,83062900,,,,,,,34.12,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,19113-P,52.76,,3.0,0.23,,,,7908103791142,,,,,PC,,,100% METAL _x000D_,,,,83062900,,,,,,,23.98,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,19113-G,92.95,,3.0,0.25,,,,7908103791166,,,,,PC,,,100% METAL _x000D_,,,,83062900,,,,,,,42.25,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,19109-M,62.55,,6.0,0.24,,,,7908103791111,,,,,PC,,,100% METAL _x000D_,,,,83062900,,,,,,,28.43,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,19109-P,43.96,,6.0,0.23,,,,7908103791104,,,,,PC,,,100% METAL _x000D_,,,,83062900,,,,,,,19.98,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,20390-M,93.85,,2.0,0.32,,,,7908103803920,,,,,PC,,,"99,5% FERRO + 0,5% EVA_x000D_",,,,83062900,,,,,,,42.66,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,20390-P,65.96,,2.0,0.29,,,,7908103803913,,,,,PC,,,"99,5% FERRO + 0,5% EVA_x000D_",,,,83062900,,,,,,,29.98,,,,VELAS E ACESSORIOS,,active
castical-metal,Castical em metal,,MART,,TRUE,,,,,,,20390-G,116.2,,2.0,0.35,,,,7908103803937,,,,,PC,,,"99,5% FERRO + 0,5% EVA_x000D_",,,,83062900,,,,,,,52.82,,,,VELAS E ACESSORIOS,,active
kit-cimento-banheiro-4-pcs,Kit em cimento para banheiro - 4 Pcs,,MART,,TRUE,,,,,,,18357,276.03,,3.0,2.11,,,,7908103783574,,,,,KT,,,100% CIMENTO,,,,68109900,,,,,,,125.47,,,,ACESSORIOS DE BANHEIRO,,active
kit-cimento-banheiro-4-pcs,Kit em cimento para banheiro - 4 Pcs,,MART,,TRUE,,,,,,,15718,303.64,,3.0,2.42,,,,7908103757186,,,,,KT,,,100% CIMENTO,,,,68109900,,,,,,,138.02,,,,ACESSORIOS DE BANHEIRO,,active
kit-polirresina-banheiro-2-pcs,Kit em polirresina para banheiro - 2 Pcs,,MART,,TRUE,,,,,,,20612,128.72,,3.0,0.905,,,,7908103806129,,,,,KT,,,90% POLIRRESINA + 10% PLÁSTICO,,,,39264000,,,,,,,58.51,,,,ACESSORIOS DE BANHEIRO,,active
kit-polirresina-banheiro-3-pcs,Kit em polirresina para banheiro - 3 Pcs,,MART,,TRUE,,,,,,,19184,211.57,,3.0,1.16,,,,7908103791845,,,,,KT,,,100% POLIRRESINA,,,,39264000,,,,,,,96.17,,,,ACESSORIOS DE BANHEIRO,,active
kit-polirresina-banheiro-3-pcs,Kit em polirresina para banheiro - 3 Pcs,,MART,,TRUE,,,,,,,20604,276.03,,3.0,1.31,,,,7908103806044,,,,,KT,,,90% POLIRRESINA + 10% PLÁSTICO,,,,39264000,,,,,,,125.47,,,,ACESSORIOS DE BANHEIRO,,active
kit-polirresina-banheiro-3-pcs,Kit em polirresina para banheiro - 3 Pcs,,MART,,TRUE,,,,,,,20822,257.62,,2.0,1.13,,,,7908103808222,,,,,KT,,,100% POLIRRESINA,,,,39264000,,,,,,,117.1,,,,ACESSORIOS DE BANHEIRO,,active
escultura-ourico-cimento,Escultura ourico em cimento,,MART,,TRUE,,,,,,,12222-2,41.43,,3.0,0.76,,,,7908103722245,,,,,PC,,,100% CIMENTO,,,,68109900,,,,,,,18.83,,,,ESCULTURAS,,active
escultura-ourico-cimento,Escultura ourico em cimento,,MART,,TRUE,,,,,,,12222-3,41.43,,3.0,0.73,,,,7908103722252,,,,,PC,,,100% CIMENTO,,,,68109900,,,,,,,18.83,,,,ESCULTURAS,,active
escultura-ourico-cimento,Escultura ourico em cimento,,MART,,TRUE,,,,,,,12222-1,41.43,,3.0,0.705,,,,7908103722238,,,,,PC,,,100% CIMENTO,,,,68109900,,,,,,,18.83,,,,ESCULTURAS,,active
miniampulheta-vidro-3-minutos,Miniampulheta em vidro 3 minutos,,MART,,TRUE,,,,,,,19369-P,20.5,,4.0,0.04,,,,7908103793726,,,,,PC,,,80% VIDRO + 20% AREIA DE VIDRO_x000D_,,,,70139900,,,,,,,9.32,,,,ADORNOS,,active
miniampulheta-vidro-7-minutos,Miniampulheta em vidro 7 minutos,,MART,,TRUE,,,,,,,19373-G,36.12,,4.0,0.115,,,,7908103793740,,,,,PC,,,80% VIDRO + 20% AREIA DE VIDRO_x000D_,,,,70139900,,,,,,,16.42,,,,ADORNOS,,active
miniiampulheta-vidro-5-minutos,Miniiampulheta em vidro 5 minutos,,MART,,TRUE,,,,,,,19373-M,29.17,,4.0,0.085,,,,7908103793757,,,,,PC,,,80% VIDRO + 20% AREIA DE VIDRO_x000D_,,,,70139900,,,,,,,13.26,,,,ADORNOS,,active
miniampulheta-vidro-5-minutos,Miniampulheta em vidro 5 minutos,,MART,,TRUE,,,,,,,19369-M,29.17,,4.0,0.07,,,,7908103793719,,,,,PC,,,80% VIDRO + 20% AREIA DE VIDRO_x000D_,,,,70139900,,,,,,,13.26,,,,ADORNOS,,active
miniampulheta-vidro-7-minutos,Miniampulheta em vidro 7 minutos,,MART,,TRUE,,,,,,,19369-G,36.12,,4.0,0.11,,,,7908103793702,,,,,PC,,,80% VIDRO + 20% AREIA DE VIDRO_x000D_,,,,70139900,,,,,,,16.42,,,,ADORNOS,,active
miniampulheta-vidro-3-minutos,Miniampulheta em vidro 3 minutos,,MART,,TRUE,,,,,,,19373-P,20.5,,4.0,0.055,,,,7908103793764,,,,,PC,,,80% VIDRO + 20% AREIA DE VIDRO_x000D_,,,,70139900,,,,,,,9.32,,,,ADORNOS,,active
minivaso-ceramica,Minivaso em ceramica,,MART,,TRUE,,,,,,,19440-C,42.9,,6.0,0.26,,,,7908103794426,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,19.5,,,,VASOS,,active
minivaso-ceramica,Minivaso em ceramica,,MART,,TRUE,,,,,,,19440-B,42.9,,6.0,0.255,,,,7908103794419,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,19.5,,,,VASOS,,active
minivaso-ceramica,Minivaso em ceramica,,MART,,TRUE,,,,,,,19440-A,42.9,,6.0,0.255,,,,7908103794433,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,19.5,,,,VASOS,,active
minivaso-ceramica,Minivaso em ceramica,,MART,,TRUE,,,,,,,17989 C,49.04,,3.0,0.175,,,,7908103779928,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,22.29,,,,VASOS,,active
minivaso-ceramica,Minivaso em ceramica,,MART,,TRUE,,,,,,,17989 B,49.04,,3.0,0.205,,,,7908103779911,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,22.29,,,,VASOS,,active
minivaso-ceramica,Minivaso em ceramica,,MART,,TRUE,,,,,,,17989 A,49.04,,3.0,0.235,,,,7908103779904,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,22.29,,,,VASOS,,active
minivaso-ceramica,Minivaso em ceramica,,MART,,TRUE,,,,,,,17561 A,61.31,,3.0,0.215,,,,7908103775623,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,27.87,,,,VASOS,,active
minivaso-ceramica,Minivaso em ceramica,,MART,,TRUE,,,,,,,17561 B,61.31,,3.0,0.28,,,,7908103775630,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,27.87,,,,VASOS,,active
minivaso-ceramica,Minivaso em ceramica,,MART,,TRUE,,,,,,,17561 C,61.31,,3.0,0.195,,,,7908103775647,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,27.87,,,,VASOS,,active
minivaso-polirresina,Minivaso em polirresina,,MART,,TRUE,,,,,,,17827 B,49.04,,2.0,0.08,,,,7908103778297,,,,,PC,,,100% POLIRRESINA,,,,39264000,,,,,,,22.29,,,,VASOS,,active
minivaso-polirresina,Minivaso em polirresina,,MART,,TRUE,,,,,,,17827 A,49.04,,2.0,0.22,,,,7908103778280,,,,,PC,,,100% POLIRRESINA,,,,39264000,,,,,,,22.29,,,,VASOS,,active
minivaso-polirresina,Minivaso em polirresina,,MART,,TRUE,,,,,,,17827 C,49.04,,2.0,0.215,,,,7908103778303,,,,,PC,,,100% POLIRRESINA,,,,39264000,,,,,,,22.29,,,,VASOS,,active
minivaso-vidro,Minivaso em vidro,,MART,,TRUE,,,,,,,19665 - P,19.73,,6.0,0.2,,,,7908103796666,,,,,PC,,,100% VIDRO,,,,70139900,,,,,,,8.97,,,,VASOS,,active
minivaso-vidro,Minivaso em vidro,,MART,,TRUE,,,,,,,19665-M,28.12,,6.0,0.2,,,,7908103796673,,,,,PC,,,100% VIDRO,,,,70139900,,,,,,,12.78,,,,VASOS,,active
minivaso-vidro,Minivaso em vidro,,MART,,TRUE,,,,,,,19665-G,34.83,,6.0,0.2,,,,7908103796680,,,,,PC,,,100% VIDRO,,,,70139900,,,,,,,15.83,,,,VASOS,,active
kit-banheiro-ceramica-3-pcs,Kit para banheiro em ceramica - 3 Pcs,,MART,,TRUE,,,,,,,18403,183.96,,3.0,0.93,,,,7908103784038,,,,,KT,,,100% CERAMICA,,,,69139000,,,,,,,83.62,,,,ACESSORIOS DE BANHEIRO,,active
kit-banheiro-polirresina-3-pcs,Kit para banheiro em polirresina - 3 Pcs,,MART,,TRUE,,,,,,,18407,147.14,,3.0,0.82,,,,7908103784076,,,,,KT,,,100% CERAMICA,,,,39264000,,,,,,,66.88,,,,ACESSORIOS DE BANHEIRO,,active
porta-velas-ceramica,Porta-Velas em ceramica,,MART,,TRUE,,,,,,,19130-M,54.23,,2.0,0.31,,,,7908103791326,,,,,PC,,,100% CERAMICA_x000D_,,,,69139000,,,,,,,24.65,,,,VELAS E ACESSORIOS,,active
porta-velas-ceramica,Porta-Velas em ceramica,,MART,,TRUE,,,,,,,19130-G,67.14,,2.0,0.36,,,,7908103791333,,,,,PC,,,100% CERAMICA_x000D_,,,,69139000,,,,,,,30.52,,,,VELAS E ACESSORIOS,,active
porta-velas-ceramica,Porta-Velas em ceramica,,MART,,TRUE,,,,,,,19130-P,38.1,,2.0,0.215,,,,7908103791319,,,,,PC,,,100% CERAMICA_x000D_,,,,69139000,,,,,,,17.32,,,,VELAS E ACESSORIOS,,active
vaso-ceramica,Vaso em ceramica,,MART,,TRUE,,,,,,,20740-P,87.96,,2.0,0.45,,,,7908103807416,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,39.98,,,,VASOS,,active
vaso-ceramica,Vaso em ceramica,,MART,,TRUE,,,,,,,20740-G,154.97,,2.0,1.2,,,,7908103807430,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,70.44,,,,VASOS,,active
vaso-ceramica,Vaso em ceramica,,MART,,TRUE,,,,,,,20740-M,125.16,,2.0,0.645,,,,7908103807423,,,,,PC,,,100% CERAMICA,,,,69139000,,,,,,,56.89,,,,VASOS,,active
porta-retrato-10x15,Porta-Retrato - 10X15,,MART,,TRUE,,,,,,,19257,27.43,,8.0,0.205,,,,7908103792576,,,,,PC,,,70% POLIESTIRENO + 10% VIDRO + 20% MDF_x000D_,,,,39264000,,,,,,,12.47,,,,PORTA-RETRATOS,,active
porta-retrato-15x20,Porta-Retrato - 15X20,,MART,,TRUE,,,,,,,19258,36.65,,8.0,0.335,,,,7908103792583,,,,,PC,,,70% POLIESTIRENO + 10% VIDRO + 20% MDF_x000D_,,,,39264000,,,,,,,16.66,,,,PORTA-RETRATOS,,active
porta-retrato-mdf-linho-10x15,Porta-Retrato em mdf com linho - 10X15,,MART,,TRUE,,,,,,,15709,45.85,,8.0,0.295,,,,7908103757094,,,,,PC,,,70% MDF + 20% VIDRO + 5% PAPEL + 5% LINHO,,,,44149000,,,,,,,20.84,,,,PORTA-RETRATOS,,active
porta-retrato-mdf-linho-15x20,Porta-Retrato em mdf com linho - 15X20,,MART,,TRUE,,,,,,,15710,64.26,,8.0,0.44,,,,7908103757100,,,,,PC,,,70% MDF + 20% VIDRO + 5% PAPEL + 5% LINHO,,,,44149000,,,,,,,29.21,,,,PORTA-RETRATOS,,active
porta-retrato-metal-10x15,Porta-Retrato em metal - 10X15,,MART,,TRUE,,,,,,,11259,23.01,,12.0,0.095,,,,7908103712598,,,,,PC,,,55% METAL (FERRO) + 35% PU + 10% VIDRO,,,,83063000,,,,,,,10.46,,,,PORTA-RETRATOS,,active
porta-retrato-metal-vidro-15x20,Porta-Retrato em metal e vidro - 15X20,,MART,,TRUE,,,,,,,11260,32.23,,12.0,0.21,,,,7908103712604,,,,,PC,,,75% METAL+10% PAPEL+10% VIDRO+5% TECIDO,,,,83063000,,,,,,,14.65,,,,PORTA-RETRATOS,,active
porta-retrato-metal-vidro-20x25,Porta-Retrato em metal e vidro - 20X25,,MART,,TRUE,,,,,,,11261,41.43,,12.0,0.35,,,,7908103712611,,,,,PC,,,55% METAL (FERRO) + 35% PU + 10% VIDRO,,,,83063000,,,,,,,18.83,,,,PORTA-RETRATOS,,active
porta-retrato-poliestireno-10x15,Porta-Retrato em poliestireno - 10X15,,MART,,TRUE,,,,,,,17326,32.23,,8.0,0.115,,,,7908103773261,,,,,PC,,,70% POLIESTIRENO + 15% MDF + 15%VIDRO,,,,39264000,,,,,,,14.65,,,,PORTA-RETRATOS,,active
